run_id,model,skill_id,original_name,definition,canonical_id,canonical_name,review_status,reviewer_note
b1_naive_anthropic_claude-sonnet-5_auto_run5,anthropic/claude-sonnet-5,S01,Finding Common Denominator,Determine a common (least) denominator when the two fractions being subtracted have different denominators.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run5,anthropic/claude-sonnet-5,S02,Subtracting Like Fractions,Subtract numerators of two fractions that already share a common denominator to get the fractional part of the result.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run5,anthropic/claude-sonnet-5,S03,Borrowing/Regrouping,Regroup one whole unit into a fraction (borrow) when the fractional part of the minuend is smaller than that of the subtrahend.,C5,Borrowing/regrouping,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run5,anthropic/claude-sonnet-5,S04,Improper Fraction Conversion,Convert a mixed number whose fractional part is improper (numerator ≥ denominator) into standard mixed-number form before subtracting.,C6,Improper mixed-number normalization,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run5,anthropic/claude-sonnet-5,S05,Whole Number Operand Handling,Perform subtraction when one operand is a pure whole number (no fractional part) and the other is a fraction or mixed number.,C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run6,anthropic/claude-sonnet-5,S01,Common Denominator,Find a common denominator and convert fractions with different denominators into equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run6,anthropic/claude-sonnet-5,S02,Fraction Subtraction,Subtract the numerators of two fractions that already share a common denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run6,anthropic/claude-sonnet-5,S03,Regrouping/Borrowing,Borrow one whole unit from the whole-number part and convert it into a fraction when the subtrahend's fraction exceeds the minuend's fraction.,C5,Borrowing/regrouping,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run6,anthropic/claude-sonnet-5,S04,Whole Number Subtraction,Subtract the whole-number parts of the minuend and subtrahend in a mixed-number subtraction problem.,C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run6,anthropic/claude-sonnet-5,S05,Improper Fraction Conversion,Convert an improper fraction within a mixed number into a whole number plus a proper fraction before performing subtraction.,C6,Improper mixed-number normalization,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run7,anthropic/claude-sonnet-5,S01,Like-Denominator Subtraction,"Subtract two fractions, or the fractional parts of mixed numbers, once they already share a common denominator.",C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run7,anthropic/claude-sonnet-5,S02,Common Denominator Conversion,Convert fractions with different denominators into equivalent fractions sharing a common denominator before subtracting.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run7,anthropic/claude-sonnet-5,S03,Regrouping/Borrowing,Borrow one whole unit and rewrite it as a fraction when the minuend's fractional part is smaller than the subtrahend's fractional part.,C5,Borrowing/regrouping,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run7,anthropic/claude-sonnet-5,S04,Improper Fraction Normalization,Simplify a mixed number whose fractional part is improper (numerator ≥ denominator) into standard mixed-number form before subtracting.,C6,Improper mixed-number normalization,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run8,anthropic/claude-sonnet-5,S01,Common Denominator,Finding a common denominator to rewrite fractions with unlike denominators before subtracting.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run8,anthropic/claude-sonnet-5,S02,Numerator Subtraction,Subtracting the numerators (and whole-number parts) once the fractions share a common denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run8,anthropic/claude-sonnet-5,S03,Borrowing in Mixed Subtraction,Regrouping one whole unit into the fraction part when subtracting two mixed numbers whose minuend fraction is smaller than the subtrahend fraction.,C5,Borrowing/regrouping,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run8,anthropic/claude-sonnet-5,S04,Improper Fraction Conversion,Converting an improper fraction within a mixed number into a whole number plus a proper fraction before subtracting.,C6,Improper mixed-number normalization,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run8,anthropic/claude-sonnet-5,S05,Whole-to-Mixed Conversion,Rewriting a whole number as an equivalent mixed number by borrowing one unit as a fraction to enable subtraction of a fraction or mixed number.,C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run9,anthropic/claude-sonnet-5,S01,Like Fraction Subtraction,Subtract two fractions that already share the same denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run9,anthropic/claude-sonnet-5,S02,Unlike Fraction Subtraction,Find a common denominator and subtract fractions that have different denominators.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run9,anthropic/claude-sonnet-5,S03,Whole Number Subtraction,Subtract the whole-number parts of mixed numbers or a whole number and a mixed number.,C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run9,anthropic/claude-sonnet-5,S04,Regrouping/Borrowing,Regroup one whole unit into a fraction when the minuend's fractional part is smaller than the subtrahend's fractional part.,C5,Borrowing/regrouping,draft_ai,
b1_naive_anthropic_claude-sonnet-5_auto_run9,anthropic/claude-sonnet-5,S05,Improper Fraction Conversion,Convert an improper fraction embedded in a mixed number into standard mixed-number form before performing subtraction.,C6,Improper mixed-number normalization,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run1,deepseek/deepseek-v4-flash,S01,Convert to Improper,Convert mixed numbers or whole numbers to improper fractions.,C7,Mixed-number/improper-fraction conversion,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run1,deepseek/deepseek-v4-flash,S02,Find Common Denominator,Find a common denominator for two fractions with different denominators.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run1,deepseek/deepseek-v4-flash,S03,Subtract Fractions,Subtract fractions with like denominators.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run1,deepseek/deepseek-v4-flash,S04,Simplify Fractions,Reduce fractions to lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run10,deepseek/deepseek-v4-flash,S01,Convert Mixed Numbers,Convert a mixed number into an improper fraction.,C7,Mixed-number/improper-fraction conversion,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run10,deepseek/deepseek-v4-flash,S02,Common Denominator,Find a common denominator for fractions with unlike denominators.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run10,deepseek/deepseek-v4-flash,S03,Subtract Fractions,Subtract fractions with the same denominator by subtracting numerators.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run10,deepseek/deepseek-v4-flash,S04,Simplify Fractions,Reduce a fraction to its lowest terms or convert an improper fraction to a mixed number.,C8,Fraction simplification/reduction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run2,deepseek/deepseek-v4-flash,S01,Subtract like denominators,Subtract fractions that have the same denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run2,deepseek/deepseek-v4-flash,S02,Subtract unlike denominators,Find a common denominator and convert fractions before subtracting.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run2,deepseek/deepseek-v4-flash,S03,Convert mixed numbers,Convert mixed numbers and whole numbers to improper fractions.,C7,Mixed-number/improper-fraction conversion,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run2,deepseek/deepseek-v4-flash,S04,Simplify fractions,Reduce fractions to lowest terms and convert improper fractions to mixed numbers.,C8,Fraction simplification/reduction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run3,deepseek/deepseek-v4-flash,S01,Subtract fractions with common denominators,Subtract two fractions that already have the same denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run3,deepseek/deepseek-v4-flash,S02,Subtract fractions with unlike denominators,Subtract two fractions by first finding a common denominator.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run3,deepseek/deepseek-v4-flash,S03,Convert mixed numbers to improper fractions,Rewrite a mixed number as an improper fraction for computation.,C7,Mixed-number/improper-fraction conversion,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run3,deepseek/deepseek-v4-flash,S04,Borrow from whole number in subtraction,"When subtracting a mixed number, borrow 1 from the whole number part to increase the fraction.",C5,Borrowing/regrouping,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run3,deepseek/deepseek-v4-flash,S05,Simplify fractions,Reduce a fraction to its simplest form.,C8,Fraction simplification/reduction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run4,deepseek/deepseek-v4-flash,S01,Convert mixed numbers,"Convert between mixed numbers and improper fractions, including handling improper fractions within mixed numbers.",C7,Mixed-number/improper-fraction conversion,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run4,deepseek/deepseek-v4-flash,S02,Find common denominator,Identify and apply a common denominator for fractions with different denominators.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run4,deepseek/deepseek-v4-flash,S03,Subtract like fractions,Subtract the numerators of fractions with a common denominator and keep the denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run4,deepseek/deepseek-v4-flash,S04,Borrow or regroup,Borrow one from the whole number part and convert it to a fraction with the common denominator to allow subtraction when the fraction part of the minuend is smaller.,C5,Borrowing/regrouping,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run4,deepseek/deepseek-v4-flash,S05,Simplify fractions,Reduce fractions to lowest terms and convert improper fractions to mixed numbers.,C8,Fraction simplification/reduction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run4,deepseek/deepseek-v4-flash,S06,Subtract whole numbers,"Subtract the integer parts of mixed numbers, including cases where the subtrahend has no fraction.",C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run5,deepseek/deepseek-v4-flash,S01,Convert Numbers,"Convert between whole numbers, mixed numbers, and improper fractions.",C7,Mixed-number/improper-fraction conversion,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run5,deepseek/deepseek-v4-flash,S02,Common Denominator,Find a common denominator for fractions with unlike denominators.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run5,deepseek/deepseek-v4-flash,S03,Subtract Fractions,Subtract fractions with like denominators (including subtracting numerators and keeping denominator).,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run5,deepseek/deepseek-v4-flash,S04,Simplify Fractions,Reduce fractions to lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run6,deepseek/deepseek-v4-flash,S01,Convert to improper,Convert mixed numbers and whole numbers to improper fractions.,C7,Mixed-number/improper-fraction conversion,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run6,deepseek/deepseek-v4-flash,S02,Common denominator,Find a common denominator for fractions with unlike denominators.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run6,deepseek/deepseek-v4-flash,S03,Subtract fractions,Subtract fractions with like denominators by subtracting numerators.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run6,deepseek/deepseek-v4-flash,S04,Simplify fractions,Reduce fractions to lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run7,deepseek/deepseek-v4-flash,S01,Subtract fractions with common denominators,Subtract two fractions that already have the same denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run7,deepseek/deepseek-v4-flash,S02,Subtract fractions with unlike denominators,Subtract two fractions by first finding a common denominator.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run7,deepseek/deepseek-v4-flash,S03,Convert mixed numbers to improper fractions,Rewrite a mixed number as an improper fraction for computation.,C7,Mixed-number/improper-fraction conversion,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run7,deepseek/deepseek-v4-flash,S04,Borrow from whole number in subtraction,"When subtracting a mixed number from a whole number or another mixed number, convert one unit into fractional parts.",C5,Borrowing/regrouping,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run7,deepseek/deepseek-v4-flash,S05,Simplify fractions,Reduce a fraction to its simplest form by dividing numerator and denominator by their greatest common factor.,C8,Fraction simplification/reduction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run8,deepseek/deepseek-v4-flash,S01,Mixed-Improper Conversion,Convert between mixed numbers and improper fractions.,C7,Mixed-number/improper-fraction conversion,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run8,deepseek/deepseek-v4-flash,S02,Common Denominator,Find a common denominator for fractions with unlike denominators and rewrite fractions accordingly.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run8,deepseek/deepseek-v4-flash,S03,Fraction Subtraction,Subtract fractions with like denominators by subtracting numerators.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run8,deepseek/deepseek-v4-flash,S04,Simplify Fractions,Reduce a fraction to its lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run9,deepseek/deepseek-v4-flash,S01,Subtract Like Denominators,Subtract fractions that have the same denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run9,deepseek/deepseek-v4-flash,S02,Subtract Unlike Denominators,Find a common denominator and subtract fractions with different denominators.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run9,deepseek/deepseek-v4-flash,S03,Convert Mixed Numbers,"Convert between mixed numbers and improper fractions, and handle mixed number notation.",C7,Mixed-number/improper-fraction conversion,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run9,deepseek/deepseek-v4-flash,S04,Borrowing in Mixed Subtraction,Regroup or borrow from the whole number when the fraction part of the subtrahend is larger.,C5,Borrowing/regrouping,draft_ai,
b1_naive_deepseek_deepseek-v4-flash_auto_run9,deepseek/deepseek-v4-flash,S05,Simplify Fractions,Reduce fractions to their lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run1,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting fractions or mixed numbers with common denominators without requiring regrouping or borrowing.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run1,google/gemini-3.5-flash,S02,Finding Common Denominators,Identifying a common denominator and converting fractions with unlike denominators to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run1,google/gemini-3.5-flash,S03,Handling Whole Numbers,"Subtracting whole numbers from mixed numbers, or converting a whole number into a fraction/mixed number to perform subtraction.",C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run1,google/gemini-3.5-flash,S04,Regrouping/Borrowing,Borrowing from the whole number part of a mixed number because the fractional part being subtracted is larger than the starting fractional part.,C5,Borrowing/regrouping,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run1,google/gemini-3.5-flash,S05,Simplifying Improper Fractions in Mixed Numbers,"Interpreting or converting mixed numbers that contain improper fractions (e.g., 2 3/2 or 1 4/3) into standard form before or during subtraction.",C6,Improper mixed-number normalization,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run10,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting fractions or mixed numbers with common denominators without requiring regrouping or borrowing.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run10,google/gemini-3.5-flash,S02,Finding Common Denominators,Identifying a common denominator and converting fractions with unlike denominators to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run10,google/gemini-3.5-flash,S03,Handling Whole Numbers,"Subtracting whole numbers from mixed numbers, or converting a whole number into a fraction/mixed number to perform subtraction.",C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run10,google/gemini-3.5-flash,S04,Regrouping/Borrowing,Borrowing from the whole number part of a mixed number because the fractional part being subtracted is larger than the starting fractional part.,C5,Borrowing/regrouping,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run10,google/gemini-3.5-flash,S05,Simplifying Improper Fractions in Mixed Numbers,"Interpreting or converting mixed numbers that contain improper fractions (e.g., 2 3/2 or 1 4/3) into standard form before or during subtraction.",C6,Improper mixed-number normalization,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run2,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting fractions or mixed numbers with common denominators without requiring regrouping or borrowing.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run2,google/gemini-3.5-flash,S02,Finding Common Denominators,Identifying a common denominator and converting fractions with unlike denominators to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run2,google/gemini-3.5-flash,S03,Handling Whole Numbers,"Subtracting whole numbers from mixed numbers, or converting a whole number into a fraction/mixed number to perform subtraction.",C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run2,google/gemini-3.5-flash,S04,Regrouping/Borrowing,Borrowing from the whole number part of a mixed number because the fractional part being subtracted is larger than the starting fractional part.,C5,Borrowing/regrouping,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run2,google/gemini-3.5-flash,S05,Simplifying Improper Fractions in Mixed Numbers,"Interpreting or converting mixed numbers that contain improper fractions (e.g., 2 3/2 or 1 4/3) into standard form before or during subtraction.",C6,Improper mixed-number normalization,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run3,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting fractions or mixed numbers with common denominators without requiring borrowing or simplification.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run3,google/gemini-3.5-flash,S02,Finding Common Denominators,Identifying a common denominator and converting fractions with unlike denominators to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run3,google/gemini-3.5-flash,S03,Handling Whole Numbers,"Subtracting whole numbers from mixed numbers, or subtracting mixed numbers/fractions from whole numbers.",C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run3,google/gemini-3.5-flash,S04,Regrouping/Borrowing,Borrowing from a whole number or regrouping an improper fraction to perform subtraction when the minuend's fractional part is smaller than the subtrahend's.,C5,Borrowing/regrouping,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run4,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting fractions or mixed numbers with common denominators without requiring regrouping or borrowing.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run4,google/gemini-3.5-flash,S02,Finding Common Denominators,Identifying a common denominator and converting fractions with unlike denominators to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run4,google/gemini-3.5-flash,S03,Handling Whole Numbers,"Subtracting whole numbers from mixed numbers, or converting a whole number into a fraction/mixed number to perform subtraction.",C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run4,google/gemini-3.5-flash,S04,Regrouping/Borrowing,Borrowing from the whole number part of a mixed number because the fractional part being subtracted is larger than the starting fractional part.,C5,Borrowing/regrouping,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run4,google/gemini-3.5-flash,S05,Simplifying Improper Fractions in Mixed Numbers,"Interpreting or converting mixed numbers that contain improper fractions (e.g., 2 3/2 or 1 4/3) into standard form before or during subtraction.",C6,Improper mixed-number normalization,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run5,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting fractions or mixed numbers with common denominators without requiring regrouping or borrowing.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run5,google/gemini-3.5-flash,S02,Finding Common Denominators,Identifying a common denominator and converting fractions with unlike denominators to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run5,google/gemini-3.5-flash,S03,Handling Whole Numbers,"Subtracting whole numbers from mixed numbers, or converting a whole number into a fraction/mixed number to perform subtraction.",C3,Whole-number minuend/operand handling,draft_ai,
